,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
31024,1186 REALTY LLC,Bronx,1928,Multifamily Housing,Multifamily,100,212.5,7874306.4,2200093.3,600.7,16217.966089617938
31025,1185 Lebanon Street,Bronx,1928,Multifamily Housing,Multifamily,100,149.4,997200.0,1285733.7,587.2,8739.5
31026,"CubeSmart - East Tremont Avenue, Bronx",Bronx,2014,Self-Storage Facility,Other,100,55.2,214893.3,818588.8,79.3,37.9
31027,1560 Silver Street,Bronx,1927,Multifamily Housing,Multifamily,100,162.9,24384312.42738699,1478651.6,558.0,7336.0
31028,1525 Blondell Ave.,Bronx,1959,Office,Office,100,78.7,877370.0,1042670.4,133.1,16217.966089617938
31029,1695 eastchester rd,Bronx,1992,Medical Office,Office,100,410.5,1935609.1,9694637.8,906.8,5756.0
31030,Klen Realty LLC,Bronx,1962,Multifamily Housing,Multifamily,70,119.4,268600.0,1164532.7,542.5,16217.966089617938
31031,1541-1551 Williamsbridge Rd.,Bronx,1928,Multifamily Housing,Multifamily,100,124.2,3406700.3,1472499.8,685.9,7258.3
31032,1801 Haight Ave - 20290,Bronx,1960,Multifamily Housing,Multifamily,100,121.7,24384312.42738699,2990470.0,248.0,2595.7
31033,"1819 Williams Bridge Road, Bronx",Bronx,1950,Multifamily Housing,Multifamily,100,144.9,295736.4,1480956.1,552.2,518.8
31034,Nelson Mgmt - Hazel Towers,Bronx,1970,Multifamily Housing,Multifamily,100,88.1,16282547.0,4242282.7,1216.7,18216.6
31035,1737-39 Pilgrim,Bronx,1932,Multifamily Housing,Multifamily,100,148.0,220362.5,791953.3,436.2,3913.8
31036,Century - 1720 Mayflower Avenue,Bronx,1966,Multifamily Housing,Multifamily,100,151.3,24384312.42738699,2831618.8,948.7,10855.7
31037,2860 Buhre Ave - Buhre Realty Corp,Bronx,1928,Multifamily Housing,Multifamily,100,111.4,6530287.5,1323466.6,456.6,16217.966089617938
31038,RA COHEN - 1610 Mahan Ave,Bronx,1928,Multifamily Housing,Multifamily,100,73.8,24384312.42738699,714093.6,187.3,4097.9
31039,3150 Roberts Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,130.8,5504386.2,867780.8,364.3,5338.4
31040,3121 Middletown Road,Bronx,1963,Multifamily Housing,Multifamily,100,163.8,1099300.0,2462297.1,1251.6,10943.3
31041,3065 Roberts Ave,Bronx,1929,Multifamily Housing,Multifamily,100,35.7,210700.0,577269.4,59.1,2844.1
31042,Weiss Realty - 3120 Buhre Avenue,Bronx,1925,Multifamily Housing,Multifamily,100,103.0,4356312.5,1023893.0,316.3,16217.966089617938
31043,Abro - 3555 Bruckner Boulevard,Bronx,1961,Multifamily Housing,Multifamily,100,141.7,10164762.2,1959782.0,702.4,3228.1
31044,Weiss Realty - 2900 St. Theresa Ave.,Bronx,1925,Multifamily Housing,Multifamily,100,144.9,5195725.1,630466.7,328.3,16217.966089617938
31045,1845 Hobart realty LLC,Bronx,1929,Multifamily Housing,Multifamily,100,153.5,347118.2,835310.0,440.1,3606.3
31046,1165 Morris Park Avenue (Rousso),Bronx,1968,College/University,Other,100,323.6,8644885.4,2404652.0,658.6,1026.0
31047,2100 Eastchester Road,Bronx,1963,Multifamily Housing,Multifamily,100,85.9,324709.1,1144500.2,393.9,4708.0
31048,Icahn Charter Schools Pelham,Bronx,1955,K-12 School,SpecialPurpose,100,148.6,2917059.3,4087824.6,494.0,603.3
31049,Pelican: 1540 Pelham Parkway South,Bronx,1953,Multifamily Housing,Multifamily,100,78.2,253700.0,1105293.5,362.5,6317.3
31050,1545 Rhinelander Avenue - 34899,Bronx,1962,Multifamily Housing,Multifamily,100,140.0,9376563.8,2373536.8,694.9,8868.2
31051,Calvary Hospital,Bronx,1977,Hospital (General Medical & Surgical),Hospitality,100,456.5,25486999.6,15666594.0,2853.9,18377.0
31052,Simone: 1260 Waters Place,Bronx,2009,Parking,Other,100,175.9,1282399.9,33788896.7,2870.4,16217.966089617938
31053,Simone: 1200 Waters Place,Bronx,1960,Office,Office,100,337.0,26392999.2,87659631.1,8671.8,16217.966089617938
31054,Simone: 1776 Eastchester Road,Bronx,1966,Office,Office,100,350.9,13448999.5,21202031.8,2472.7,16217.966089617938
31055,1950 Hutchinson River Parkway - 34319,Bronx,1961,Multifamily Housing,Multifamily,100,129.0,24384312.42738699,3700313.8,1344.5,8865.9
31056,3120 Wilkinson Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,37.1,24384312.42738699,938385.3,77.8,4026.0
31057,3250 Westchester Avenue,Bronx,1954,Office,Office,85,227.2,295661.3,3723048.2,324.5,16217.966089617938
31058,2025 Continental Avenue,Bronx,1963,Multifamily Housing,Multifamily,100,122.2,333522.0,881144.1,385.6,1534.3
31059,20-15 St. Paul Avenue - 25178,Bronx,1964,Multifamily Housing,Multifamily,100,104.5,4082491.2,780724.9,281.6,2618.5
31060,1870 Pleham Pkwy South,Bronx,2007,Other,Other,100,24.8,24384312.42738699,473287.0,39.3,409064.4
31061,1874 Pelham Parkway South,Bronx,1970,Multifamily Housing,Multifamily,100,123.4,5937719.7,1362492.1,428.4,2771.5
31062,Weiss Realty - 2105 Burr Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,123.8,4358850.2,1310780.0,340.2,16217.966089617938
31063,Wavecrest New - 1975 Birchall Avenue,Bronx,2002,Multifamily Housing,Multifamily,100,149.5,7013552.7,1965504.7,535.5,8431.2
31064,Wavecrest New - 638 Sagamore Street,Bronx,2002,Multifamily Housing,Multifamily,100,150.8,6726117.5,1808567.1,507.2,6781.2
31065,1957 Bronxdale: 1957 Bronxdale Ave,Bronx,1929,Multifamily Housing,Multifamily,100,92.2,5709099.7,1304189.2,431.9,16217.966089617938
31066,1955 Williamsbridge Road (Sans Souci Apartments),Bronx,1961,Multifamily Housing,Multifamily,100,117.0,297193.6,807323.4,480.1,25997.0
31067,1960 Williamsbridge: 1960 Williamsbridge Road ,Bronx,1961,Multifamily Housing,Multifamily,100,102.8,273100.0,820575.7,456.3,16217.966089617938
31068,Theo: 2039 Cruger Ave,Bronx,1935,Multifamily Housing,Multifamily,100,108.4,6329300.0,1165583.6,432.8,7427.6
31069,2055 Cruger LLC,Bronx,1935,Multifamily Housing,Multifamily,100,110.4,4678672.6,1388163.7,363.6,16217.966089617938
31070,Infinity: 2011 Holland Ave,Bronx,2007,Multifamily Housing,Multifamily,100,82.3,8049099.8,1862494.8,582.0,8215.1
31071,Vilson:  2040 Bronxdale Ave,Bronx,1937,Multifamily Housing,Multifamily,100,126.9,635200.0,778372.7,480.8,16217.966089617938
31072,RA COHEN - 2041-47 Holland Ave,Bronx,1927,Multifamily Housing,Multifamily,100,108.5,15534320.9,2300464.8,1015.9,16217.966089617938
31073,"673 Brady Avenue, Bronx",Bronx,1928,Multifamily Housing,Multifamily,100,115.5,9304411.6,1635005.4,629.8,9380.6
31074,2084BPE,Bronx,1929,Multifamily Housing,Multifamily,100,119.4,82673.5,1498719.6,964.7,11913.4
31075,2100-2110 B.P.E,Bronx,1929,Multifamily Housing,Multifamily,100,129.5,9894807.2,3475979.1,1124.2,14571.5
31076,2081 Cruger Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,111.5,358800.0,1107634.1,554.3,16217.966089617938
31077,VP: 2125 CRUGER AVENUE,Bronx,1931,Multifamily Housing,Multifamily,100,151.1,2350300.1,1306052.1,665.3,16217.966089617938
31078,2095 Cruger Avenue,Bronx,1939,Multifamily Housing,Multifamily,100,137.7,292445.0,714522.7,432.9,3533.8
31079,Dub Realty LLC,Bronx,1939,Multifamily Housing,Multifamily,80,124.5,5079700.0,896107.2,344.1,16217.966089617938
31080,2125 Holland Ave,Bronx,1939,Multifamily Housing,Multifamily,100,137.8,307900.0,980994.4,510.2,5843.4
31081,762 Brady Avenue,Bronx,1932,Multifamily Housing,Multifamily,100,117.1,100000.0,746989.2,357.6,16217.966089617938
31082,754-756 Brady Avenue,Bronx,1932,Multifamily Housing,Multifamily,100,77.2,495500.0,827683.0,292.8,13319.6
31083,758-760 Brady Avenue,Bronx,1932,Multifamily Housing,Multifamily,100,80.6,66900.0,480221.9,331.5,16217.966089617938
31084,Stellar - 801-11 Neill Ave,Bronx,1971,Multifamily Housing,Multifamily,100,147.4,24384312.42738699,3847947.1,1580.7,18438.6
31085,2075 Wallace Avenue - 34701,Bronx,1930,Multifamily Housing,Multifamily,100,166.6,24384312.42738699,2629985.2,1985.1,16217.966089617938
31086,2105-2107 Wallace ave/ 2102-2104 Holland Ave,Bronx,1952,Multifamily Housing,Multifamily,100,111.3,10720200.3,2454442.7,1185.0,5300.7
31087,2131 Presidential Assets LLC,Bronx,1929,Multifamily Housing,Multifamily,100,96.9,280332.0,313577.2,1231.6,16217.966089617938
31088,2074-80 Wallace Avenue,Bronx,1910,Multifamily Housing,Multifamily,100,0.4,62000.0,5425836.0760790175,3.3,2381.0
31089,2100 Wallace Avenue,Bronx,1940,Multifamily Housing,Multifamily,100,96.8,1085269.7,1868763.1,724.0,16217.966089617938
31090,2132 Presidential Assets LLC,Bronx,1929,Multifamily Housing,Multifamily,100,135.3,333785.5,1881707.3,1480.2,19756.8
31091,Kola 2064 Barnes ave.,Bronx,1961,Multifamily Housing,Multifamily,100,92.5,421989.6,621395.8,321.5,16217.966089617938
31092,2080-2090 Barnes Ave,Bronx,1950,Multifamily Housing,Multifamily,100,79.2,500603.3,1207260.6,549.1,16217.966089617938
31093,2110 Barnes Ave - 36569,Bronx,1960,Multifamily Housing,Multifamily,100,98.2,1567517.0,984364.1,435.5,3818.8
31094,First Metropolitan: 900 Lydig Ave,Bronx,1959,Multifamily Housing,Multifamily,100,145.5,359400.0,1573164.0,976.3,2557.3
31095,Cavallo: 1144 Lydig Ave,Bronx,1964,Multifamily Housing,Multifamily,100,116.2,165200.0,826901.7,368.9,2421.1
31096,Rraci:  1144 Pelham Parkway S.,Bronx,1959,Multifamily Housing,Multifamily,100,110.1,398600.0,1202259.1,525.7,16217.966089617938
31097,1150 Pelham Parkway So,Bronx,1953,Multifamily Housing,Multifamily,100,40.4,253800.0,648253.8,67.2,5974.8
31098,2130 Williams Bridge Rd LLC,Bronx,1963,Multifamily Housing,Multifamily,100,97.9,576900.0,150383.9,422.7,4559.4
31099,Aleseda:  2144 Bronx Park East,Bronx,1927,Multifamily Housing,Multifamily,100,137.7,626000.1,1107961.8,716.6,11141.3
31100,2160 Bronx Park East,Bronx,1938,Multifamily Housing,Multifamily,100,87.0,118300.0,793197.9,290.8,16217.966089617938
31101,Prestige Mgmt. - 2166 Bronx Park East,Bronx,1936,Multifamily Housing,Multifamily,100,108.8,278000.0,867876.7,588.7,12548.6
31102,Pelham Management - 2180 Bronx Park East,Bronx,1936,Multifamily Housing,Multifamily,100,134.4,380654.5,1091580.4,571.6,12861.5
31103,2185 Bolton St.,Bronx,1935,Multifamily Housing,Multifamily,100,128.8,5355100.3,1108968.3,376.4,5917.6
31104,2165 Bolton Street,Bronx,1935,Multifamily Housing,Multifamily,100,100.7,5244414.6,874962.6,351.1,5288.4
31105,2160 Bolton Street,Bronx,1931,Multifamily Housing,Multifamily,100,102.0,5598846.1,962606.7,377.2,4946.5
31106,2180 Bolton Street,Bronx,1931,Multifamily Housing,Multifamily,100,94.2,5769611.7,855408.1,377.4,5594.0
31107,Pelham Management - 2197-99 Cruger Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,94.4,3141199.9,1063049.3,255.0,9868.3
31108,2187 cruger ave,Bronx,1930,Multifamily Housing,Multifamily,100,121.5,6046400.6,914525.2,451.3,16217.966089617938
31109,2167 cruger ave,Bronx,1930,Multifamily Housing,Multifamily,100,139.7,6931199.9,930701.5,537.5,6538.2
31110,2140 Cruger Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,115.8,6763731.2,1558818.5,488.5,600.9
31111,2156 Cruger Avenue Devon Hall,Bronx,1930,Multifamily Housing,Multifamily,100,140.3,6383646.1,1029952.5,424.5,5818.5
31112,Newgent: 2186 Cruger Ave,Bronx,1930,Multifamily Housing,Multifamily,100,98.6,325900.0,930442.1,453.3,16217.966089617938
31113,Pelham Management - 2198 Cruger Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,151.5,8846079.0,1306993.8,578.3,9771.7
31114,2187 Holland Avenue Astor Hall,Bronx,1930,Multifamily Housing,Multifamily,100,98.5,5955968.3,303006.1,341.5,4105.0
31115,"2157 Holland Avenue, Bronx",Bronx,1930,Multifamily Housing,Multifamily,100,124.8,3497853.8,1085632.4,432.6,6138.3
31116,Pelham Management - 2141 Holland Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,222.2,9033527.3,2073442.5,651.8,943293.4
31117,2160 Holland Ave,Bronx,1930,Multifamily Housing,Multifamily,100,179.2,12675139.4,1258739.2,777.6,6324.8
31118,2180 Holland Ave,Bronx,1928,Multifamily Housing,Multifamily,100,81.7,5815367.8,214627.1,326.7,16217.966089617938
31119,750 Pelham Pkwy South,Bronx,1928,Multifamily Housing,Multifamily,100,117.8,1443932.2,418840.6,1357.9,16217.966089617938
31120,2181 Wallace Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,214.5,6302095.9,1180745.4,1015.8,1044.6
31121,Midlane First (2157 Wallace),Bronx,1931,Multifamily Housing,Multifamily,100,96.4,5034545.6,1028877.5,406.9,5747.6
31122,2150 Wallace Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,165.4,781000.0,1662780.2,591.5,16217.966089617938
31123,2160 Wallace Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,115.2,5061942.1,1041624.2,355.3,4245.7
31124,2180 Wallace Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,198.0,4589191.5,1057267.9,836.3,9276.4
31125,780 Pelham,Bronx,1929,Multifamily Housing,Multifamily,100,98.3,72301.9,17166.4,647.6,10356.0
31126,782 Pelham Pkwy South,Bronx,1940,Multifamily Housing,Multifamily,100,59.7,722100.0,1487324.9,161.7,11826.0
31127,2181 Barnes Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,212.7,5851176.0,1098625.7,871.1,904.3
31128,2161 Barnes,Bronx,1931,Multifamily Housing,Multifamily,100,116.1,53254.1,912993.0,525.4,16217.966089617938
31129,2121 Matthews LLC,Bronx,1964,Multifamily Housing,Multifamily,95,121.7,4879518.1,1077550.8,348.5,4187.5
31130,2146 Barnes Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,132.9,31413.9,801164.7,530.7,16217.966089617938
31131,2162 Barnes,Bronx,1930,Multifamily Housing,Multifamily,100,130.2,27325.1,847042.9,513.0,6860.9
31132,2182 Barnes,Bronx,1930,Multifamily Housing,Multifamily,100,141.1,51060.1,847351.2,563.6,5720.2
31133,2194 Barnes Avenue LLC,Bronx,1928,Multifamily Housing,Multifamily,100,109.1,4435100.1,838495.6,305.1,16217.966089617938
31134,2165 Matthews Ave,Bronx,1959,Multifamily Housing,Multifamily,100,107.7,258306.2,887017.7,402.9,3227.8
31135,Pelican: 2160 - 2166 Matthews Ave,Bronx,1964,Multifamily Housing,Multifamily,100,112.7,730800.0,2086618.8,835.3,16217.966089617938
31136,2155 Paulding Avenue,Bronx,1954,Multifamily Housing,Multifamily,100,114.4,506700.0,1492872.9,458.7,16217.966089617938
31137,"2121 Paulding Avenue, Bronx",Bronx,1964,Multifamily Housing,Multifamily,100,106.5,657022.7,1901698.0,900.6,12665.1
31138,Esplanade Realty Co. L.P.,Bronx,1954,Multifamily Housing,Multifamily,70,106.4,182900.0,661324.0,341.1,16217.966089617938
31139,1005 Esplanade Avenue,Bronx,1956,Multifamily Housing,Multifamily,100,34.8,24384312.42738699,985385.6,81.7,13.2
31140,Lurting Gardens,Bronx,1947,Multifamily Housing,Multifamily,100,365.9615532989144,6566280.6,154649.5,3694.476402518561,74.8
31141,Pelican: 1130 Pelham Parkway South,Bronx,1956,Multifamily Housing,Multifamily,100,190.3,123400.0,673580.0,632.8,3272.7
31142,601 Pelham Parkway North Owners Corp,Bronx,1937,Multifamily Housing,Multifamily,100,98.8,426617.4,1403732.0,578.7,5276.8
31143,2244 Bronx Park East Owners Corp.,Bronx,1956,Multifamily Housing,Multifamily,100,98.4,214947.5,778705.3,354.3,2633.9
31144,6787 realty inc,Bronx,1959,Multifamily Housing,Multifamily,100,127.5,6125799.9,1055696.6,508.6,5528.1
31145,655 Pelham Pistilli LLC,Bronx,1931,Multifamily Housing,Multifamily,100,129.8,378236.3,1206323.3,620.8,6477.1
31146,660 realty co,Bronx,1954,Multifamily Housing,Multifamily,100,92.9,7050800.0,1705553.0,516.0,7753.3
31147,First Metropolitan: 2260 Bronx Park East,Bronx,1938,Multifamily Housing,Multifamily,100,108.6,255900.0,712347.1,390.4,31958.3
31148,2300,Bronx,1927,Multifamily Housing,Multifamily,90,169.2,618306.5,1222524.1,587.9,16217.966089617938
31149,2320,Bronx,1927,Multifamily Housing,Multifamily,90,190.3,1466961.3,864064.3,676.0,16217.966089617938
31150,DAN REALTY LLC,Bronx,1951,Multifamily Housing,Multifamily,80,208.6,93913.6,300706.4,29.9,164.1
31151,610 Waring Avenue,Bronx,1960,Multifamily Housing,Multifamily,100,146.1,630800.0,2093217.7,822.4,8630.8
31152,Newgent: 2385 Barker Ave,Bronx,1960,Multifamily Housing,Multifamily,100,70.9,512800.0,1908778.5,405.4,7264.3
31153,665 Thwaites Place,Bronx,1962,Multifamily Housing,Multifamily,100,128.7,862300.0,2091788.0,870.1,6438.5
31154,Gold - 2275 Olinville Ave,Bronx,1993,Multifamily Housing,Multifamily,100,130.4,3767494.1,824214.0,268.5,16217.966089617938
31155,Pinnacle - 2280-2300 Olinville Ave,Bronx,1965,Multifamily Housing,Multifamily,100,96.8,161627.3,5459915.3,856.2,28095.3
31156,2215-2275 Cruger Avenue,Bronx,1952,Multifamily Housing,Multifamily,100,156.3,2778967.1,2042412.6,1260.2,16217.966089617938
31157,First Metropolitan: 2206 Holland Ave,Bronx,1938,Multifamily Housing,Multifamily,100,96.5,323300.0,760586.1,378.5,5442.0
31158,Bronx Park Housing,Bronx,1969,Multifamily Housing,Multifamily,100,150.5,3142600.1,8407198.3,2758.5,16217.966089617938
31159,2309 Holland,Bronx,1927,Multifamily Housing,Multifamily,100,139.2,530372.5,785373.8,474.5,24924.5
31160,2310 Holland Ave,Bronx,1951,Multifamily Housing,Multifamily,100,143.4,24384312.42738699,1256329.1,501.9,6567.9
31161,2316 Wallace Avenue Realty Corp,Bronx,1950,Multifamily Housing,Multifamily,100,82.5,359209.4,806105.8,344.2,16217.966089617938
31162,The New York Institute for Special Education,Bronx,1923,K-12 School,SpecialPurpose,100,160.5,27123695.1,3323233.4,1716.3,1543.2
31163,Readiness The New York Institute for Special Education,Bronx,1970,K-12 School,SpecialPurpose,100,122.7,3644300.1,963548.9,273.5,16217.966089617938
31164,Pelican: 1135 PELHAM PARKWAY NORTH,Bronx,1955,Multifamily Housing,Multifamily,100,97.3,155300.0,839822.8,287.0,16217.966089617938
31165,MORRIS PARK NURSING HOME,Bronx,1970,Senior Care Community,Other,100,282.9,6728522.6,2940395.7,601.2,5601.4
31166,2323 EASTCHESTER LLC,Bronx,1974,Senior Care Community,Other,95,309.7,3791859.1,7559975.2,828.4,6405.6
31167,Kings Harbor Multicare Center,Bronx,1974,Senior Care Community,Other,100,219.8,26878129.2,4223527.0,1777.9,17587.6
31168,BRONX PARK REALTY CO,Bronx,1925,Multifamily Housing,Multifamily,100,95.8,422399.9,1032362.0,400.6,8784.4
31169,2440 Bronx Park East,Bronx,1928,Multifamily Housing,Multifamily,90,34.7,455981.5,1170065.2,121.3,4581.8
31170,Anto 630 Mace Avenue,Bronx,1962,Multifamily Housing,Multifamily,95,101.8,269257.7,554072.1,418.8,16217.966089617938
31171,24-10 Barker Avenue - 25138,Bronx,1963,Multifamily Housing,Multifamily,100,134.4,24384312.42738699,4194120.8,1389.0,14327.2
31172,2418 Olinville Ave.,Bronx,1932,Multifamily Housing,Multifamily,100,142.6,341560.8,971817.2,577.1,3031.8
31173,Pinnacle - 2440 Olinville Ave,Bronx,1965,Multifamily Housing,Multifamily,100,108.5,24384312.42738699,1824382.8,552.9,15316.1
31174,Gold - 2505 Barker Ave,Bronx,1989,Multifamily Housing,Multifamily,100,209.2,5805815.9,1687920.2,448.4,16217.966089617938
31175,Selca- 2504 Bronx Park East,Bronx,1927,Multifamily Housing,Multifamily,100,104.0,912720.4,1039859.5,495.5,8633.8
31176,BETHCO - 612 Allerton Avenue,Bronx,1934,Senior Care Community,Other,100,188.7,7583825.5,16452853.6,4127.3,16144.9
31177,Feil - 2550 Olinville Avenue,Bronx,1966,Multifamily Housing,Multifamily,100,143.3,5391523.1,5308587.3,1487.2,16099.6
31178,Xhavid Berisha: 2455 Cruger Ave,Bronx,1928,Multifamily Housing,Multifamily,100,111.6,302300.0,800997.7,515.0,4062.3
31179,754 Mace Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,80.5,323633.0,774445.6,279.3,7404.1
31180,Metro Landmark: 2507-09-11-Cruger Ave,Bronx,1927,Multifamily Housing,Multifamily,100,112.6,1476600.0,1051943.5,340.4,16217.966089617938
31181,MACE ASSOCIATES,Bronx,1929,Multifamily Housing,Multifamily,100,117.4,4647345.1,1665678.0,702.0,16217.966089617938
31182,NDG 776 Mace Ave.,Bronx,1929,Multifamily Housing,Multifamily,100,99.5,304139.2,641329.4,402.0,16217.966089617938
31183,Pelham Management - 777 Mace Ave,Bronx,1964,Multifamily Housing,Multifamily,100,152.0,343596.7,937313.0,590.6,1336.0
31184,#1221 Bronx,Bronx,1997,Retail Store,Retail,100,174.8,219280.7,6354673.0,538.7,3535.0
31185,2700 Bronx Park East,Bronx,1927,Multifamily Housing,Multifamily,100,99.3,11879815.2,5054934.4,1050.2,16217.966089617938
31186,2800 Bronx Parkway East,Bronx,1929,Multifamily Housing,Multifamily,100,161.4,29834988.5,4260590.0,1938.0,16217.966089617938
31187,Weiss Realty - 2704 Wallace Ave.,Bronx,1933,Multifamily Housing,Multifamily,100,175.3,5089559.1,1395980.3,386.1,16217.966089617938
31188,2723 Barnes Ave,Bronx,1928,Multifamily Housing,Multifamily,100,127.4,3684321.4,910199.6,271.2,359.0
31189,Weiss Realty - 2707 Barnes Avenue,Bronx,1933,Multifamily Housing,Multifamily,100,133.1,4028662.2,1005788.4,297.4,16217.966089617938
31190,2765 Mathews,Bronx,1929,Multifamily Housing,Multifamily,100,115.0,24384312.42738699,943222.2,576.4,16217.966089617938
31191,Church of the Holy Rosary,Bronx,1956,K-12 School,SpecialPurpose,100,58.8,300132.9,371260.3,192.7,16217.966089617938
31192,2901 White Plains Road,Bronx,1927,Office,Office,100,125.5,1339970.7,1605511.1,204.3,1511.7
31193,Adee Towers,Bronx,1961,Multifamily Housing,Multifamily,100,147.7,1388572.7,7275872.6,2715.7,23.1
31194,600 Burke Ave,Bronx,1968,Multifamily Housing,Multifamily,100,143.8,5145378.8,811598.1,340.6,367.3
31195,Adee & Lester LP,Bronx,2009,Multifamily Housing,Multifamily,100,170.4,3772525.2,3526914.3,492.9,6066.0
31196,Farband Housing Corporation,Bronx,1928,Multifamily Housing,Multifamily,100,148.0,553600.0,2272856.1,1050.3,8079.4
31197,ENS Realty:2964 Williamsbridge Road,Bronx,1927,Multifamily Housing,Multifamily,100,122.2,418300.0,759190.0,596.3,49876.5
31198,"808 Adee Avenue, Bronx",Bronx,1927,Multifamily Housing,Multifamily,100,72.1,1311109.3,1207083.7,226.1,7.1
31199,3041 Holland Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,72.6,2784037.9,70364.1,195.5,16217.966089617938
31200,3031 Holland Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,69.5,2691819.3,61293.2,187.0,16217.966089617938
31201,3021 Holland Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,45.3,247875.8,653979.1,67.4,16217.966089617938
31202,NDG 3039 Wallace Ave.,Bronx,1929,Multifamily Housing,Multifamily,100,146.1,381056.1,849700.4,511.5,7645.0
31203,EASTCHESTER GARDENS,Bronx,1950,Multifamily Housing,Multifamily,100,213.8,98372412.3,23983998.7,7214.6,16217.966089617938
31204,F&M Management Co of NY LLC,Bronx,1927,Multifamily Housing,Multifamily,100,166.3,485600.0,1215920.8,553.7,16217.966089617938
31205,3225 Olinville Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,63.7,366400.0,906766.3,94.7,36845.3
31206,3254 White Plains Road,Bronx,2010,Multifamily Housing,Multifamily,100,133.0,8712003.1,2843771.8,698.6,7292.8
31207,3230 Cruger Avenue,Bronx,1925,Multifamily Housing,Multifamily,100,100.0,363184.9,1002298.9,396.3,5425.4
31208,Chestnut - 3204 Holland Ave,Bronx,1940,Multifamily Housing,Multifamily,100,105.1,4274687.9,887520.1,300.7,16217.966089617938
31209,Prestige MGMT - 3260 Cruger Ave,Bronx,1965,Multifamily Housing,Multifamily,100,200.3,639570.0,2601701.2,1326.7,9322.2
31210,Wavecrest New 2 - 3377 White Plains Road,Bronx,2005,Multifamily Housing,Multifamily,100,103.6,4986312.1,2059684.2,435.7,3862.6
31211,831 Bartholdi Street,Bronx,1973,Multifamily Housing,Multifamily,100,108.3,6883400.5,2101792.1,539.9,16217.966089617938
31212,3534 BRONX BOULEVARD,Bronx,1927,Multifamily Housing,Multifamily,100,116.1,4961299.8,833230.8,332.6,16217.966089617938
31213,3555 Olinville Ave - 41566,Bronx,1965,Multifamily Housing,Multifamily,100,141.5,24384312.42738699,2768055.8,1428.1,9430.9
31214,635 Realty: 631 East 211th Street,Bronx,1935,Multifamily Housing,Multifamily,100,104.6,343100.0,767034.7,310.2,6883.8
31215,Aleseda:  3520 Olinville Ave,Bronx,1963,Multifamily Housing,Multifamily,100,128.4,768700.0,1265053.6,603.1,6715.7
31216,3560 Olinville Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,118.4,709928.0,1336289.5,478.5,16217.966089617938
31217,VP: 3764 BRONX BOULEVARD,Bronx,1928,Multifamily Housing,Multifamily,100,183.9,453600.0,958870.9,641.1,13036.2
31218,3780 Bronx Boulevard,Bronx,1953,Multifamily Housing,Multifamily,100,126.3,190235.0,552475.2,413.0,4102.0
31219,3824 ASSOCIATES,Bronx,1931,Multifamily Housing,Multifamily,100,136.7,419500.9,949160.7,652.1,16217.966089617938
31220,WHITE PLAINS NURSING HOME,Bronx,1970,Senior Care Community,Other,100,391.8,13890012.5,3544482.4,1031.7,11484.1
31221,"624 E. 222 Realty, LLC-Dominick Calderoni Receiver",Bronx,1930,Multifamily Housing,Multifamily,100,128.1,212885.4,509665.8,404.6,3872.7
31222,bronxwood,Bronx,1973,Senior Care Community,Other,100,195.6,5101700.1,3114473.5,529.3,7382.1
31223,3511 Barnes Ave - 28352,Bronx,1967,Multifamily Housing,Multifamily,100,186.8,24384312.42738699,2990159.8,1497.1,9956.6
31224,3531 Bronxwood Avenue,Bronx,1962,Multifamily Housing,Multifamily,100,154.6,1449747.0,4378175.5,2634.2,12276.3
31225,801 Tilden St.,Bronx,1967,Multifamily Housing,Multifamily,100,120.7,1103788.2,5144172.1,2056.2,16573.1
31226,Metro Landmark: 1181 East 214 Street,Bronx,1942,Multifamily Housing,Multifamily,100,120.8,7945800.0,960447.3,501.7,10734.1
31227,3465 Fish Avenue,Bronx,1935,Multifamily Housing,Multifamily,100,154.9,34058493.8,4306552.0,2234.1,16217.966089617938
31228,3466 Fish Avenue,Bronx,1935,Multifamily Housing,Multifamily,100,142.9,25919330.1,3434868.6,1705.3,16217.966089617938
31229,1410 Hicks Street,Bronx,1935,Multifamily Housing,Multifamily,100,206.5,20816547.9,2367872.7,1316.7,11493.0
